HUC_12	HU_12_NAME	BIN	CROSSED	y	x
41402020206	Lower West Branch Fish Creek	3311320	W.BR FISH CREEK	43.274798	-75.69364
41402020905	Oneida River	3360460	ONEIDA RIVER	43.270941	-76.206492
41300010103	Northrup Creek-Frontal Lake Ontario	3317220	NORTHUP CREEK	43.244188	-77.76147
41300010404	Fish Creek	1021520	FISH CREEK	43.22948	-78.317869
41300010404	Fish Creek	1021530	STILL BROOK	43.229409	-78.323406
41402020903	Sixmile Creek	1079380	Bell Creek	43.270499	-76.298235
41300010702	East Branch Eighteenmile Creek	3329030	EIGHTEEN MILE CRK	43.219588	-78.651088
41402020903	Sixmile Creek	3313480	SIXMILE CREEK	43.270599	-76.291617
41402020806	Little Bay Creek-Frontal Oneida Lake	3313610	LITTLE BAY CREEK	43.272821	-76.118451
41300010203	Moorman Creek	1036450	MOORMAN CREEK	43.240309	-77.952683
41300010201	Salmon Creek	3317820	SALMON CREEK	43.243416	-77.844325
41300010702	East Branch Eighteenmile Creek	1036390	E BR 18 MILE CRK	43.219158	-78.695259
41300010406	Otter Creek	3319330	OTTER CREEK	43.233216	-78.253669
41300010703	Headwaters Eighteenmile Creek	1036380	EIGHTEENMILE CRK	43.219379	-78.716201
41300010501	Jeddo Creek	3329430	JEDDO CREEK	43.22681	-78.480252
41300010902	Fourmile Creek-Frontal Lake Ontario	2257640	FOURMILE CREEK	43.209125	-79.026496
41300010501	Jeddo Creek	3090250	BRANCH JEDDO CRK	43.227788	-78.474767
20200030503	Champlain Canal	4418100	CHAMPLAIN CANAL	43.272315	-73.569048
41402020901	Caughdenoy Creek	3313540	CAUGHDENOY CREEK	43.27529	-76.191278
41401010201	Sterling Valley Creek	3313310	TRIB STERLING CRK	43.270768	-76.579479
41300010202	Brockport Creek-Otis Creek	3317480	BROCKPORT CREEK	43.244642	-77.917174
41300010103	Northrup Creek-Frontal Lake Ontario	1043650	NORTHRUP CREEK	43.249025	-77.751281
41401010205	Red Creek-Frontal Lake Ontario	2210750	RED CREEK	43.268849	-76.742575
41300010703	Headwaters Eighteenmile Creek	3329090	EIGHTEEN MILE CRK	43.222137	-78.71169
20200040505	Ash Creek-Black Creek	2204700	BLACK CR	43.282657	-74.959264
41401010502	Salmon Creek	3370480	MAXWELL CREEK	43.264825	-77.025111
41300010101	Round Pond Creek-Frontal Lake Ontario	2268240	ROUND POND CREEK	43.251457	-77.689291
20200040506	Cincinnati Creek	2206060	CINCINNATI CREEK	43.284158	-75.170155
41300010101	Round Pond Creek-Frontal Lake Ontario	1077450	ROUND POND CREEK	43.252957	-77.686108
41300010404	Fish Creek	4445310	FISH CREEK	43.236088	-78.338301
20200040503	Mill Creek	2204680	MILL CREEK	43.284872	-74.900469
41300010301	West Branch Sandy Creek	1021550	W BR SANDY CREEK	43.241285	-78.178111
41401010604	Fourmile Creek	3317330	FOUR MILE CREEK	43.260554	-77.388221
41300010203	Moorman Creek	2211080	MOORMAN CREEK	43.247715	-77.944788
41401010706	Irondequoit Bay-Frontal Lake Ontario	1095700	MILL CREEK	43.259643	-77.450845
41300010702	East Branch Eighteenmile Creek	3329670	EIGHTEEN MILE CRK	43.228654	-78.620848
41300010404	Fish Creek	3318900	FISH CREEK	43.237199	-78.340332
20200040503	Mill Creek	2204690	MILL CREEK	43.285947	-74.894058
41300010101	Round Pond Creek-Frontal Lake Ontario	2257860	ROUND POND CREEK	43.254805	-77.682371
20200040505	Ash Creek-Black Creek	3307970	MOUNTS CREEK	43.287341	-74.965548
20200020704	Daly Creek	3304210	DALY CREEK	43.282726	-73.961901
20200040506	Cincinnati Creek	1052040	CINCINNATI CREEK	43.288022	-75.175589
20200030101	West Branch Black Creek	3305900	BLACK CREEK	43.27562	-73.294448
41401010103	Ninemile Creek	3208820	NINEMILE CREEK	43.278748	-76.535688
20200040506	Cincinnati Creek	3311080	STEUBEN CREEK	43.289108	-75.224159
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	1048340	E B TWELVEMILE CR	43.225849	-78.82568
41402020803	Scriba Creek	3208740	SCRIBA CREEK	43.285541	-76.005245
41401010604	Fourmile Creek	3317900	FOURMILE CREEK	43.264937	-77.400788
41402020805	Big Bay Creek	1026190	BIG BAY CREEK	43.285618	-76.091148
20200040505	Ash Creek-Black Creek	1004740	BLACK CREEK	43.291127	-74.981447
41401010604	Fourmile Creek	3361620	FOUR MILE CREEK	43.265693	-77.418377
41402020806	Little Bay Creek-Frontal Oneida Lake	1026170	LITTLE BAY CREEK	43.285752	-76.13651
41401010203	Sterling Creek	3311750	STERLING CREEK	43.280101	-76.626677
41300010101	Round Pond Creek-Frontal Lake Ontario	1072391	ROUND POND CREEK	43.260823	-77.667604
20200030501	Sturdevant Creek-Hudson River	3305520	SCHAEFER BROOK	43.285956	-73.821331
41401010205	Red Creek-Frontal Lake Ontario	3314880	RED CREEK	43.27898	-76.751368
41401010203	Sterling Creek	1036560	STERLING CREEK	43.280823	-76.626573
41300010702	East Branch Eighteenmile Creek	3329470	EIGHTEEN MILE CRK	43.237377	-78.549447
41300010702	East Branch Eighteenmile Creek	3329420	E B 18 MILE CREEK	43.23601	-78.596039
41300010201	Salmon Creek	3317200	SALMON CREEK	43.258206	-77.828876
20200020702	Sand Creek	3304180	SAND CREEK	43.289732	-74.086527
41300010702	East Branch Eighteenmile Creek	3329160	EIGHTEEN MILE CRK	43.237629	-78.576009
41300010302	East Branch Sandy Creek-Sandy Creek	3319410	SANDY CREEK	43.254469	-77.996729
20200040506	Cincinnati Creek	3311000	TRB STEUBEN CREEK	43.293749	-75.244394
41300010101	Round Pond Creek-Frontal Lake Ontario	2257870	ROUND POND CREEK	43.263054	-77.662897
41300010404	Fish Creek	3318910	FISH CREEK	43.245116	-78.352835
41300010201	Salmon Creek	3317020	SALMON CREEK	43.258582	-77.857228
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	3329700	E B TWELVEMILE CK	43.231357	-78.811742
41300010302	East Branch Sandy Creek-Sandy Creek	4445050	ERIE CANAL	43.254247	-78.066195
41401010201	Sterling Valley Creek	3208840	STERLING VALLEY C	43.284494	-76.596103
20200040506	Cincinnati Creek	2206020	CINCINNATI CREEK	43.295526	-75.181839
41300010101	Round Pond Creek-Frontal Lake Ontario	1035989	ROUND POND CREEK	43.265109	-77.657565
41402020206	Lower West Branch Fish Creek	2205620	WEST BRN FISH CRK	43.293861	-75.71506
41300010202	Brockport Creek-Otis Creek	1043600	OTIS CREEK	43.260317	-77.87776
41401010601	Town of Williamson-Frontal Lake Ontario	1016500	SALMON CREEK	43.275756	-77.184569
41300010103	Northrup Creek-Frontal Lake Ontario	2211180	BLACK CREEK	43.263119	-77.77168
41300010901	Twelvemile Creek	2213580	BR TWELVEMILE CRK	43.229069	-78.934973
41300010302	East Branch Sandy Creek-Sandy Creek	3319200	E BR SANDY CREEK	43.257492	-78.008458
41300010203	Moorman Creek	1015300	MOORMAN CREEK	43.259743	-77.921715
20200040506	Cincinnati Creek	3311020	BR OF STEUBEN CRK	43.296813	-75.244649
41300010501	Jeddo Creek	3318870	JEDDO CREEK	43.24474	-78.46206
41401010204	Blind Sodus Creek-Frontal Lake Ontario	2206970	BLIND SODUS CREEK	43.284549	-76.710608
41300010301	West Branch Sandy Creek	3361890	W.BRA.SANDY CREEK	43.254051	-78.165857
41300010502	Upper Johnson Creek	2213450	JOHNSON CREEK	43.244052	-78.522863
41300010502	Upper Johnson Creek	1036400	JOHNSON CREEK	43.244116	-78.520773
41401010602	Bear Creek	3314560	BEAR CREEK	43.27633	-77.275168
41300010103	Northrup Creek-Frontal Lake Ontario	3317500	NORTHRUP CREEK	43.266409	-77.732288
41300010901	Twelvemile Creek	3328870	TWELVEMILE CREEK	43.231473	-78.933158
41300010902	Fourmile Creek-Frontal Lake Ontario	1014620	FOUR MILE CREEK	43.228894	-79.01758
20200020506	Bear Creek-East Stony Creek	3307420	EAST STONY CREEK	43.296843	-74.194045
41300010203	Moorman Creek	3317030	MOORMAN CREEK	43.262716	-77.914588
41300010405	Glenwood Lake-Oak Orchard Creek	3318890	OAK ORCHARD RIVER	43.25008	-78.39511
41300010201	Salmon Creek	3317770	SALMON CREEK	43.265152	-77.842874
41402020301	Canada Creek	2266740	BURK CREEK	43.299622	-75.490499
41401010103	Ninemile Creek	3208830	NINEMILE CREEK	43.290425	-76.551143
41401010601	Town of Williamson-Frontal Lake Ontario	1016510	SALMON CREEK	43.280345	-77.184734
20200030503	Champlain Canal	4418180	Old Champlain Cnl	43.292779	-73.559987
20200020706	Breen Brook-Lower Sacandaga River	3364160	SACANDAGA RESERV	43.296749	-73.885037
41402020903	Sixmile Creek	1043800	SIX MILE CREEK	43.295354	-76.296718
20200040507	Hinckley Reservoir-West Canada Creek	3311070	WEST CANADA CREEK	43.3031	-75.146782
41402020107	East Branch Fish Creek	1029370	E BRANCH FISH CRK	43.301877	-75.61946
41402020107	East Branch Fish Creek	2205350	E BR FISH CREEK	43.301975	-75.618125
20200040506	Cincinnati Creek	2205980	BR OF STEUBEN CRK	43.303387	-75.242829
41300010901	Twelvemile Creek	1034702	BR TWELVEMILE CRK	43.237326	-78.904966
41300010901	Twelvemile Creek	1034701	BR TWELVEMILE CRK	43.23739	-78.90497
41402020301	Canada Creek	3310770	CANADA CREEK	43.303184	-75.516437
41300010103	Northrup Creek-Frontal Lake Ontario	3317510	NORTHRUP CREEK	43.271994	-77.732169
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	3328970	E B TWELVEMILE CK	43.241735	-78.811035
41402020901	Caughdenoy Creek	1026160	CAUGHDENOY CREEK	43.298982	-76.207521
41402020107	East Branch Fish Creek	2205340	FURNACE CREEK	43.303781	-75.617157
20200040505	Ash Creek-Black Creek	3307930	MOUNTS CREEK	43.305432	-74.942974
41402020301	Canada Creek	3310750	CANADA CREEK	43.304348	-75.51795
41402020301	Canada Creek	2205810	CANADA CREEK	43.304527	-75.521486
41300010301	West Branch Sandy Creek	3319230	W BR SANDY CREEK	43.263714	-78.105726
41300010302	East Branch Sandy Creek-Sandy Creek	1042410	E BRN SANDY CREEK	43.265893	-78.031296
20200030101	West Branch Black Creek	2203700	BLACK CREEK	43.293261	-73.281874
41300010102	Larkin Creek-Frontal Lake Ontario	1035962	LARKIN CREEK	43.274562	-77.692235
41300010103	Northrup Creek-Frontal Lake Ontario	3317180	BLACK CREEK	43.273674	-77.752207
41300010103	Northrup Creek-Frontal Lake Ontario	1043660	BLACK CREEK	43.273722	-77.750237
41402020301	Canada Creek	3310720	CANADA CREEK	43.305579	-75.527783
41300010101	Round Pond Creek-Frontal Lake Ontario	3211130	ROUND POND OUTLET	43.276388	-77.644871
41300010205	Salmon Creek-Frontal Lake Ontario	3317170	BUTTONWOOD CREEK	43.273481	-77.778815
41300010205	Salmon Creek-Frontal Lake Ontario	3317160	SALMON CREEK	43.272905	-77.820685
41300010501	Jeddo Creek	1036410	JEDDO CREEK	43.255551	-78.456614
20200020702	Sand Creek	2202630	SAND CREEK	43.304424	-74.088404
41300010404	Fish Creek	3318920	FISH CREEK	43.25889	-78.359012
41300010901	Twelvemile Creek	2270650	Beaver Creek	43.242067	-78.905146
41300010103	Northrup Creek-Frontal Lake Ontario	3317520	NORTHRUP CREEK	43.276137	-77.732108
41504010104	Wood Creek-Lake Champlain Canal	2257350	WOOD CREEK	43.299242	-73.516191
20200040506	Cincinnati Creek	2206030	CINCINNATI CREEK	43.308805	-75.184157
41402020803	Scriba Creek	3208730	SCRIBA CREEK	43.305363	-76.01407
41300010406	Otter Creek	3319370	OTTER CREEK	43.263678	-78.252664
20200030501	Sturdevant Creek-Hudson River	1006730	HUDSON RIVER	43.304403	-73.832944
41401010205	Red Creek-Frontal Lake Ontario	2210780	RED CREEK	43.296807	-76.769016
20200040801	Headwaters East Canada Creek	2204490	EAST CANADA CREEK	43.309966	-74.654304
41402020107	East Branch Fish Creek	2205360	FURNACE CREEK	43.309178	-75.618222
20200030503	Champlain Canal	4039800	GLNS FLS FDR CANL	43.302441	-73.576526
41402020903	Sixmile Creek	2209300	SIXMILE CREEK	43.303901	-76.30872
41402020301	Canada Creek	3370110	BRCH CANADA CREEK	43.310203	-75.540154
20200040507	Hinckley Reservoir-West Canada Creek	3308030	WEST CANADA CREEK	43.311444	-75.11374
41300010704	Eighteenmile Creek	3329220	EIGHTEEN MILE CRK	43.252485	-78.697522
41300010202	Brockport Creek-Otis Creek	3317010	OTIS CREEK	43.276768	-77.85007
20200030503	Champlain Canal	7701702	FEEDER CANAL	43.303043	-73.545689
41300010103	Northrup Creek-Frontal Lake Ontario	3317530	NORTHRUP CREEK	43.279828	-77.73215
20200040105	Delta Reservoir	4426120	MOHAWK RIVER	43.312081	-75.381747
41300010302	East Branch Sandy Creek-Sandy Creek	3319210	E BRN SANDY CREEK	43.272337	-78.046279
41300010202	Brockport Creek-Otis Creek	3317000	BROCKPORT CREEK	43.276939	-77.872013
41300010901	Twelvemile Creek	1034690	TWELVEMILE CREEK	43.245283	-78.937373
41300010202	Brockport Creek-Otis Creek	1043610	BROCKPORT CREEK	43.277533	-77.869864
41300010103	Northrup Creek-Frontal Lake Ontario	3317050	NORTHRUP CREEK	43.281003	-77.731956
41300010103	Northrup Creek-Frontal Lake Ontario	3317590	NORTHRUP CREEK	43.281594	-77.714719
41402020805	Big Bay Creek	3365870	BIG BAY CREEK	43.308537	-76.104379
20200040507	Hinckley Reservoir-West Canada Creek	2263590	BLACK CREEK	43.313903	-75.039522
41401010205	Red Creek-Frontal Lake Ontario	3314890	RED CREEK	43.300126	-76.78144
41300010203	Moorman Creek	3316990	MOORMAN CREEK	43.277203	-77.907886
20200030506	Glens Falls Feeder Canal-Hudson River	2256720	FEEDER CANAL GF	43.305798	-73.615287
41402020803	Scriba Creek	3313690	SCRIBA CREEK	43.309734	-76.018705
41402020107	East Branch Fish Creek	3310390	FURNACE CREEK	43.312581	-75.621685
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	1048350	E B TWELVEMILE CR	43.250345	-78.825491
41300010405	Glenwood Lake-Oak Orchard Creek	3318880	OAK ORCHARD CREEK	43.264212	-78.386153
20200030506	Glens Falls Feeder Canal-Hudson River	1005680	SRD SCA TISSUE	43.306441	-73.641693
20200030503	Champlain Canal	1095780	BOND CREEK	43.305315	-73.547361
20200040105	Delta Reservoir	2206230	DEANS GULF BROOK	43.313983	-75.384809
41300010502	Upper Johnson Creek	3329230	JOHNSON CREEK	43.260519	-78.520242
41401010204	Blind Sodus Creek-Frontal Lake Ontario	1036650	BLIND SODUS CREEK	43.301915	-76.723424
20200020703	Paul Creek	3304250	PAUL CREEK	43.310948	-74.012152
41300010303	Sandy Creek	1036440	SANDY CREEK	43.275042	-78.050727
41300010302	East Branch Sandy Creek-Sandy Creek	3319220	W BR SANDY CREEK	43.275025	-78.056888
41402020206	Lower West Branch Fish Creek	2205560	WEST BR FISH CR	43.314425	-75.708631
41401010205	Red Creek-Frontal Lake Ontario	3314900	RED CREEK	43.302756	-76.79175
41300010902	Fourmile Creek-Frontal Lake Ontario	1034680	SIXMILE CREEK	43.248696	-78.953235
41300010205	Salmon Creek-Frontal Lake Ontario	2211160	SALMON CREEK	43.282525	-77.813982
41402020107	East Branch Fish Creek	2205290	E BNCH FISH CREEK	43.315653	-75.595417
41300010801	Hopkins Creek-Frontal Lake Ontario	2261010	HOPKINS CK TRIB	43.256139	-78.740242
41300010405	Glenwood Lake-Oak Orchard Creek	3318930	OAK ORCHARD CREEK	43.267737	-78.370465
41402020205	Little River	2205530	LITTLE RIVER	43.314859	-75.81766
20200020703	Paul Creek	3304770	PAUL CREEK	43.313521	-74.012676
41402020803	Scriba Creek	3313680	SCRIBA CREEK	43.313412	-76.010135
20200040507	Hinckley Reservoir-West Canada Creek	3308040	BLACK CREEK	43.318085	-75.061039
41300010202	Brockport Creek-Otis Creek	3317780	OTIS CREEK	43.28319	-77.834402
41300010103	Northrup Creek-Frontal Lake Ontario	1035949	NORTHRUP CREEK	43.28631	-77.705694
41401010103	Ninemile Creek	3208880	NINEMILE CREEK	43.308299	-76.567627
41504010104	Wood Creek-Lake Champlain Canal	1039830	WOOD CREEK	43.309737	-73.5131
41300010205	Salmon Creek-Frontal Lake Ontario	1043670	BUTTONWOOD CREEK	43.2867	-77.749713
20200020706	Breen Brook-Lower Sacandaga River	2202740	SACANDAGA RIVER	43.314202	-73.84503
41300010202	Brockport Creek-Otis Creek	2211170	BROCKPORT CREEK	43.285497	-77.813931
41300010205	Salmon Creek-Frontal Lake Ontario	1014790	SALMON CREEK	43.286227	-77.791506
20200020307	Doig Creek-Upper Sacandaga River	1021180	DEWEY CREEK	43.317905	-74.259252
41300010203	Moorman Creek	1014780	MOORMAN CREEK	43.284445	-77.884822
20200040104	Wells Creek	2206210	BNCH OF BIG BROOK	43.320393	-75.321211
41300010205	Salmon Creek-Frontal Lake Ontario	3317070	BUTTONWOOD CREEK	43.288084	-77.744845
20200040104	Wells Creek	1044120	BIG BROOK	43.32097	-75.338851
20200040104	Wells Creek	1044110	BIG BROOK	43.321204	-75.334836
20200040104	Wells Creek	2206220	BIG BROOK	43.321307	-75.347348
41300010901	Twelvemile Creek	3328920	TWELVEMILE CREEK	43.254334	-78.936692
41300010407	Town of Knowlesville-Oak Orchard Creek	3318940	TRIB OAK ORCHARD	43.274343	-78.31082
20200020703	Paul Creek	3304240	PAUL CREEK	43.318181	-74.015501
20200010706	Wolf Creek-Hudson River	3305530	HUDSON RIVER	43.316928	-73.842561
20200040104	Wells Creek	1044100	BIG BROOK	43.322558	-75.326377
41300010407	Town of Knowlesville-Oak Orchard Creek	1036420	OAK ORCHARD CREEK	43.274623	-78.329072
20200040506	Cincinnati Creek	2206320	CINCINNATI CR	43.323214	-75.185557
41300010406	Otter Creek	1036430	OTTER CREEK	43.277537	-78.265521
20200040104	Wells Creek	1025770	WELLS CREEK	43.324423	-75.35885
41300010502	Upper Johnson Creek	2213460	MUD CREEK	43.270727	-78.53081
20200040104	Wells Creek	2206260	CLARK BROOK	43.324895	-75.321235
20200020705	Bell Brook-Lower Sacandaga River	2260010	BELL BK	43.320598	-73.935326
20200040104	Wells Creek	2206200	BIG BROOK	43.325162	-75.322223
41401010203	Sterling Creek	2206960	STERLING CREEK	43.314331	-76.644607
41300010901	Twelvemile Creek	3329480	TWELVEMILE CREEK	43.259391	-78.909334
41300010205	Salmon Creek-Frontal Lake Ontario	3317810	SALMON CREEK	43.29253	-77.776724
41402020803	Scriba Creek	2208720	SCRIBA CREEK	43.322253	-75.987588
20200030101	West Branch Black Creek	2269700	BLACK CREEK	43.313569	-73.273163
41402030201	Lake Neatahwanta	2268860	TANNERY CREEK	43.317923	-76.43111
20200040506	Cincinnati Creek	1051960	CINCINNATI CREEK	43.326896	-75.185815
20200010705	Lake Luzerne	1006740	LAKE LUZERNE OUTL	43.321537	-73.838146
41300010303	Sandy Creek	1042420	SANDY CREEK	43.287202	-78.042584
41402020206	Lower West Branch Fish Creek	2205570	W BR FISH CREEK	43.325428	-75.718884
41402020805	Big Bay Creek	3313560	BIG BAY CREEK	43.322334	-76.111361
41300010203	Moorman Creek	3043620	MOORMAN CREEK	43.291914	-77.86372
41300010303	Sandy Creek	3368090	TRIB SANDY CREEK	43.289578	-77.965914
41402020805	Big Bay Creek	3313550	DYKEMAN CREEK	43.322776	-76.116726
41300010801	Hopkins Creek-Frontal Lake Ontario	3360120	HOPKINS CREEK	43.266773	-78.759162
20200040506	Cincinnati Creek	2206310	CINCINNATI CREEK	43.328511	-75.18619
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	3328930	E B TWELVEMILE CK	43.264278	-78.842257
41300010205	Salmon Creek-Frontal Lake Ontario	3317060	BUTTONWOOD CREEK	43.29623	-77.731529
41300010902	Fourmile Creek-Frontal Lake Ontario	3329450	SIXMILE CREEK	43.261648	-78.953451
41300010502	Upper Johnson Creek	3329240	MUD CREEK	43.277005	-78.51996
41300010801	Hopkins Creek-Frontal Lake Ontario	2328990	HOPKINS CREEK	43.270177	-78.740487
41401010103	Ninemile Creek	3000290	NINEMILE CREEK	43.321726	-76.573399
41402020206	Lower West Branch Fish Creek	1029360	COBB BROOK	43.33043	-75.725234
41300010303	Sandy Creek	3319180	SANDY CREEK	43.293032	-78.026481
41402020205	Little River	2205540	LITTLE RIVER	43.329989	-75.854374
20200040104	Wells Creek	3311040	BIG BROOK	43.333034	-75.308696
41300010303	Sandy Creek	3319170	SANDY CREEK	43.293752	-78.016284
41402020105	Florence Creek	2205330	FLORENCE CREEK	43.332048	-75.593883
41300010203	Moorman Creek	3317660	MOORMAN CREEK	43.298104	-77.850204
41504010101	Headwaters Halfway Creek	1069030	HALFWAY CREEK	43.325833	-73.664537
41300010303	Sandy Creek	3317650	SANDY CREEK	43.295259	-77.965574
41300010303	Sandy Creek	1014770	SCHWIND CREEK	43.295611	-77.958934
41401010103	Ninemile Creek	3257680	NINEMILE CREEK	43.323316	-76.577419
41300010502	Upper Johnson Creek	3329050	JOHNSON CREEK	43.280545	-78.50439
41402020204	Middle West Branch Fish Creek	1010630	W BRANCH FISH CRK	43.331997	-75.747579
41300010205	Salmon Creek-Frontal Lake Ontario	1035919	BUTTONWOOD CREEK	43.302114	-77.722669
41401010103	Ninemile Creek	3257670	NINEMILE CREEK	43.324076	-76.579289
20200040506	Cincinnati Creek	2205930	CINCINNATI CREEK	43.334916	-75.18843
41300010502	Upper Johnson Creek	3329550	JOHNSON CREEK	43.281379	-78.503699
41402020805	Big Bay Creek	1031802	DYKEMAN CREEK	43.329913	-76.123518
41402020805	Big Bay Creek	1031801	DYKEMAN CREEK	43.330001	-76.123643
41401010201	Sterling Valley Creek	3313250	STERLING VLLY CRK	43.324743	-76.608997
41300010303	Sandy Creek	1044090	SANDY CREEK	43.297363	-77.995385
41402020204	Middle West Branch Fish Creek	1054520	W BR FISH CREEK	43.33447	-75.749213
41300010205	Salmon Creek-Frontal Lake Ontario	1043680	SALMON CREEK	43.303917	-77.748887
41401010203	Sterling Creek	1036660	STERLING CREEK	43.325135	-76.647167
41300010204	West Creek	2211150	WEST CREEK	43.302446	-77.813052
41504010104	Wood Creek-Lake Champlain Canal	3306780	WOOD CREEK	43.327551	-73.505018
41300010204	West Creek	1043580	WEST CREEK	43.30355	-77.793856
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	3329010	E B TWELVEMILE CK	43.272916	-78.850441
41300010902	Fourmile Creek-Frontal Lake Ontario	1014630	FOUR MILE CREEK	43.268089	-79.003898
41300010704	Eighteenmile Creek	3329080	EIGHTEEN MILE CRK	43.277976	-78.711148
41300010204	West Creek	3317790	WEST CREEK	43.303315	-77.825297
41300010205	Salmon Creek-Frontal Lake Ontario	1043690	WEST CREEK	43.305725	-77.748598
41402020203	Mad River	1029390	MAD RIVER	43.336545	-75.740603
20200040506	Cincinnati Creek	3310910	CINCINNATI CREEK	43.339324	-75.190665
41402020204	Middle West Branch Fish Creek	3310550	W BR FISH CREEK	43.337108	-75.750973
41300010902	Fourmile Creek-Frontal Lake Ontario	3329740	SIXMILE CREEK	43.27151	-78.957425
41300010204	West Creek	3043630	WEST CREEK	43.304296	-77.85826
20200040103	Stringer Brook-Mohawk River	3311340	MOHAWK RIVER	43.339709	-75.365726
41300010902	Fourmile Creek-Frontal Lake Ontario	1068352	FOURMILE CREEK	43.27063	-79.003325
41300010502	Upper Johnson Creek	3328940	JOHNSON CREEK	43.287588	-78.489019
41300010902	Fourmile Creek-Frontal Lake Ontario	1068351	FOURMILE CREEK	43.270998	-79.003103
41300010204	West Creek	2257970	WEST CREEK	43.305544	-77.890991
41300010204	West Creek	3317230	WEST CREEK	43.308518	-77.774617
41402020204	Middle West Branch Fish Creek	2205630	FISH CREEK	43.340726	-75.762121
41300010502	Upper Johnson Creek	1044030	JOHNSON CREEK	43.291089	-78.465677
41300010406	Otter Creek	3319400	OTTER CREEK	43.29802	-78.251332
41300010501	Jeddo Creek	3318860	JEDDO CREEK	43.292126	-78.458218
41300010408	Outlet Oak Orchard Creek	3319380	MARSH CREEK	43.301434	-78.135632
41300010901	Twelvemile Creek	3329100	TWELVEMILE CREEK	43.279149	-78.889693
41402020203	Mad River	3310530	MAD RIVER	43.343172	-75.746236
41401010201	Sterling Valley Creek	2206920	STERLING VLLEY CK	43.334337	-76.611841
41401010203	Sterling Creek	2206950	STERLING CREEK	43.334648	-76.653173
41300010704	Eighteenmile Creek	3329210	EIGHTEEN MILE CRK	43.286397	-78.715231
20200040103	Stringer Brook-Mohawk River	1025780	STRINGER BROOK	43.346545	-75.367988
41300010205	Salmon Creek-Frontal Lake Ontario	1035902	Salmon Creek	43.315229	-77.727943
41300010408	Outlet Oak Orchard Creek	3319390	MARSH CREEK	43.305823	-78.135493
41300010407	Town of Knowlesville-Oak Orchard Creek	3319060	OAK ORCHARD CREEK	43.301092	-78.310547
20200040103	Stringer Brook-Mohawk River	2206240	MOHAWK RIVER	43.349395	-75.371194
41300010303	Sandy Creek	3361660	SANDY CREEK	43.31365	-77.954138
41300010902	Fourmile Creek-Frontal Lake Ontario	1014640	SIX MILE CREEK	43.283448	-78.955858
41401010203	Sterling Creek	3311760	STERLING CREEK	43.340362	-76.656536
20200040104	Wells Creek	3311030	BIG BROOK	43.352561	-75.278563
41300010503	Middle Johnson Creek	3318850	JOHNSON CREEK	43.302497	-78.43378
20200040506	Cincinnati Creek	2205990	CINCINNATI CR	43.354436	-75.202854
41300010408	Outlet Oak Orchard Creek	1044360	BEARDSLEY CREEK	43.309105	-78.227439
41402030204	Oswego River	1026130	TANNERY CREEK	43.346188	-76.431774
20200040103	Stringer Brook-Mohawk River	2206250	MOHAWK RIVER	43.35496	-75.383424
41401010103	Ninemile Creek	3208850	NINEMILE CREEK	43.344545	-76.596689
41401010203	Sterling Creek	5524070	STERLING POND OUT	43.343259	-76.698438
41402030204	Oswego River	2208810	TANNERY CREEK	43.346896	-76.432778
41402020106	Fall Brook-East Branch Fish Creek	3310400	FALL BROOK	43.354369	-75.586326
41300010407	Town of Knowlesville-Oak Orchard Creek	3318950	OAK ORCHARD RIVER	43.309559	-78.281006
41300010503	Middle Johnson Creek	3318830	JOHNSON CREEK	43.30608	-78.407587
41300010503	Middle Johnson Creek	3318840	JOHNSON CREEK	43.306392	-78.417972
41300010408	Outlet Oak Orchard Creek	3319110	MARSH CREEK	43.314495	-78.135441
41401010103	Ninemile Creek	3208900	NINEMILE CREEK	43.347472	-76.600605
41300010303	Sandy Creek	1046600	SANDY CREEK	43.320965	-77.941051
41402020206	Lower West Branch Fish Creek	3370250	Cobb Brook	43.356732	-75.691118
41300010802	East Branch Twelvemile Creek-Frontal Lake Ontario	3329020	E B TWELVEMILE CK	43.294033	-78.851652
20200040102	Lansing Kill	3311330	LANSING KILL	43.358455	-75.387928
41402020204	Middle West Branch Fish Creek	1010640	WEST BR FISH CRK	43.357648	-75.7764
41401010201	Sterling Valley Creek	1036670	STERLING VLLY CRK	43.348795	-76.62954
41402020105	Florence Creek	3310410	FLORENCE CREEK	43.358824	-75.618501
41300010406	Otter Creek	3318970	OTTER CREEK	43.31459	-78.25123
20200040502	Concklin Brook-West Canada Creek	1053750	FINCH POND OUTLET	43.360959	-74.988355
41300010408	Outlet Oak Orchard Creek	3319120	MARSH CREEK	43.318368	-78.13361
20200020306	Mill Creek-Upper Sacandaga River	2263680	SACANDAGA RIVER	43.359831	-74.291003
41300010408	Outlet Oak Orchard Creek	1035760	MARSH CREEK TRIB	43.317909	-78.190984
20200010706	Wolf Creek-Hudson River	3304230	WOLF CREEK	43.357032	-73.878079
41300010206	Cowsucker Creek-Frontal Lake Ontario	3043640	BRUSH CREEK	43.3276	-77.858904
